0.600133 0.2
0.801462 0.200125
0.803866 0.200484
0.806269 0.201174
0.808672 0.202027
0.811075 0.203149
1.00275 0.228005
1.00515 0.225004
1.00756 0.222379
1.00996 0.219957
1.01236 0.218212
1.01477 0.216935
1.01717 0.215944
1.01957 0.214951
1.20404 0.237207
1.20644 0.233056
1.20884 0.229299
1.21125 0.226387
1.21365 0.223838
1.21605 0.221983
1.21846 0.220611
1.22086 0.219659
1.22326 0.219202
1.22567 0.219052
1.22807 0.219295
1.23047 0.219758
1.23288 0.220413
1.23528 0.221362
1.23768 0.222442
1.24008 0.223511
1.24249 0.224322
1.24489 0.225032
1.24729 0.225653
1.2497 0.226196
1.42753 0.225797
1.42994 0.225447
1.43234 0.225266
1.43474 0.224983
1.43715 0.22511
1.43955 0.225471
1.44195 0.226038
1.44436 0.226908
1.44676 0.227669
1.44916 0.228336
1.45157 0.228919
1.45397 0.229429
1.45637 0.229875
1.45878 0.230266
1.46118 0.230608
1.46358 0.230907
1.46599 0.231168
1.46839 0.231397
1.47079 0.231598
1.4732 0.231773
1.4756 0.231926
1.478 0.232186
1.48161 0.232412
1.68281 0.257486
1.69309 0.25855
1.69549 0.259481
1.69789 0.260171
1.7003 0.26115
1.7027 0.262256
1.7051 0.263599
1.70751 0.265024
1.70991 0.266271
1.71231 0.267362
1.71472 0.268317
1.71712 0.269277
1.71952 0.269993
1.72193 0.270619
1.72433 0.271166
1.72673 0.271645
1.72914 0.27219
1.73154 0.272541
1.73394 0.272848
1.73635 0.273117
1.73875 0.273353
1.74115 0.273684
1.74356 0.273848
1.74596 0.273992
1.74836 0.274118
1.75076 0.274228
1.75317 0.274325
1.75797 0.274534
1.98628 0.278217
1.98868 0.280315
1.99108 0.282276
1.99349 0.284241
1.99589 0.286211
1.99829 0.28806
2.0007 0.289552
2.0031 0.290983
2.0055 0.29211
2.00791 0.293097
2.01031 0.294085
2.01271 0.294824
2.01512 0.295596
2.01752 0.296146
2.01992 0.296628
2.02233 0.297175
2.02473 0.297528
2.02713 0.297962
2.02954 0.298217
2.03194 0.29844
2.03434 0.29876
2.03675 0.298915
2.03915 0.299175
2.04155 0.299278
2.04396 0.299369
2.04636 0.299573
2.04876 0.299626
2.05116 0.299798
2.05597 0.300073
2.25717 0.325064
2.29389 0.322806
2.29629 0.320955
2.29869 0.319586
2.3011 0.318388
2.3035 0.317339
2.3059 0.316422
2.30831 0.315619
2.31071 0.314917
2.31311 0.314302
2.31552 0.313764
2.31792 0.313294
2.32032 0.312882
2.32273 0.312522
2.32513 0.312207
2.32753 0.311931
2.32994 0.311689
2.33234 0.311478
2.33474 0.311293
2.33715 0.311132
2.33955 0.31099
2.34195 0.310867
2.34436 0.310758
2.34796 0.310788
2.35036 0.310815
2.35277 0.310838
2.35517 0.310983
2.35757 0.310985
2.35998 0.310987
2.36719 0.311614
2.55824 0.335537
2.59669 0.32847
2.59909 0.322286
2.6015 0.316875
2.6039 0.312016
2.6063 0.307889
2.60871 0.304278
2.61111 0.301118
2.61351 0.298353
2.61592 0.295809
2.61832 0.293708
2.62072 0.29187
2.62313 0.290261
2.62553 0.288728
2.62793 0.287262
2.63034 0.286104
2.63274 0.284966
2.63514 0.284096
2.63755 0.283334
2.64115 0.282167
2.85263 0.278521
2.85504 0.275456
2.85744 0.272774
2.85984 0.270302
2.86224 0.268264
2.86465 0.266356
2.86705 0.264812
2.86945 0.26346
2.87186 0.262153
2.87426 0.261134
2.87666 0.260117
2.87907 0.259352
2.88147 0.258683
2.88387 0.257973
2.88628 0.257476
2.88868 0.256917
2.89108 0.256552
2.89349 0.255983
3.09469 0.28061
3.09896 0.276284
3.10136 0.272498
3.10377 0.269186
3.10617 0.266413
3.10857 0.263861
3.11098 0.261629
3.11338 0.259675
3.11578 0.257966
3.11819 0.256595
3.12059 0.255271
3.12299 0.254112
3.1254 0.253098
3.1278 0.252211
3.1302 0.251559
3.1326 0.250864
3.13501 0.250381
3.13741 0.249834
3.13981 0.249604
3.14222 0.249779
3.34342 0.274807
3.35851 0.273456
3.36091 0.272024
3.36331 0.270771
3.36572 0.269674
3.36812 0.268715
3.37052 0.267876
3.37292 0.267141
3.37533 0.266499
3.37773 0.265936
3.38013 0.265444
3.38254 0.265014
3.38494 0.264637
3.38734 0.264307
3.38975 0.264019
3.39215 0.263767
3.39696 0.263796
3.39936 0.263821
3.40176 0.264094
3.40417 0.264707
3.40657 0.265244
3.40897 0.265713
3.61017 0.290999
3.64689 0.292499
3.64929 0.292312
3.6517 0.292148
3.6541 0.292004
3.6565 0.291879
3.65891 0.291644
3.66131 0.291563
3.66371 0.291493
3.66612 0.291431
3.66852 0.291377
3.67092 0.291205
3.67332 0.29118
3.67573 0.291157
3.67813 0.291138
3.68053 0.29112
3.68534 0.291355
3.68774 0.291311
3.69015 0.291647
3.69255 0.291816
3.69495 0.291964
3.69736 0.292094
3.69976 0.292207
3.90096 0.317181
3.94128 0.318908
3.94368 0.31617
3.94609 0.313774
3.94969 0.311802
3.9521 0.310077
3.9545 0.308567
3.9569 0.307246
3.95931 0.30609
3.96171 0.305079
3.96411 0.304194
3.96652 0.30342
3.96892 0.302742
3.97132 0.30215
3.97372 0.301631
3.97613 0.301177
